"tag","condition_verbose","response","node3"
"t111011","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by long route.","Since Taylor knows the area well, and he is sporty, he just took the long path, exploring and maybe chit chatted with his neighbouring friends and then went to hot dog shop","C=1"
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","harper loves hot dog and doesn't know the area well. he took the long path because he is lazy and probably didn't ask the neighbours the ebst route for the hot dog shop","C=0"
"t000111","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by long route.","adrian was standing a few meter before the hot dog shop. the only way he took the longest route is because he is either near sighted and just followed the signs to the hot dog shop on the way because he is new and got lost. and instead of asking people he followed the signs","K=0"
"t001100","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by short route.","so brooklyn is sporty but doesn't know the area well. so he ight have asked the neighborhood kids where the shop is located and went that way","C=1"
"t011101","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by long route.","since drew knows the area well and sporty, he just went using the long route because he just loves to explore and go","C=1"
"t010110","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by short route.","charlie is lazy and knows the area well. so he took the shortest route to go quickly and eat","C=0"
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","parker's favourite food is hot dog and knows the area well but since they are lazy and nearby to pizza shop, they decided to go to pizza shop instead","C=0"
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Parker likes hot dogs and it wasn't too difficult to turn the corner and see the hot dog stand","P=1"
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","Drew is sporty","C=1"
"t111101","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by long route.","Taylor is sporty","C=1"
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Charlie is lazy","C=0"
"t001110","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","Brooklyn doesn't know the area well","K=0"
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","Harper's favourite food is hot dogs","P=1"
"t000001","No preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","Adrian doesn't like hot dogs","P=0"
"t101100","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by short route.","Perhaps Jesse wanted to try a burger today or there was a long queue at the hot dog stand","Pu_f=0"
"t110110","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by short route.","They can see the hot dog food in their eyeline and it's their favourite food","Su=1"
"t111001","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by long route.","They wanted the longest route as they are sporty","C=1"
"t101000","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by short route.","they don't know the area well so just head to the pizza stand as its all they can see","K=0"
"t001010","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by short route.","they are sporty so fancied a walk round and found the hot dog stand","C=1"
"t011011","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by long route.","they wanted a longer walk as they are sporty and know the area well","C=1"
"t000101","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","they don't know the area well and decided to go exploring and found the pizza stand","K=0"
"t100111","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by long route.","they don't know the area well so went explorng and found their favourite food which is hot dogs","K=0"
"t101011","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by long route.","they like hot dogs so makes sense they go to that one","P=1"
"t000000","No preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","went to the nearest one as they are lazy","C=0"
"t011110","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by short route.","preferred to get hot dogs - as they know the area well went direct route","P=1"
"t001101","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by long route.","as are sporty - they went for a longer walk","C=1"
"t001011","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by long route.","He took the longer path as he is sporty","C=1"
"t111010","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by short route.","He went to the hot dog stand as it's his favourite food and he knows it's there","P=1"
"t011100","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by short route.","He decided he wanted pizza and went there as he knows the area well","Pu_f=0"
"t010101","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","He was going to the hot dog stand but changed his mind so went to pizza stand instead","Pu_f=0"
"t101001","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by long route.","She decided that the hot dogs don't look good so went to pizza stand instead","br_f=0"
"t000110","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by short route.","He went to the closest food stand he could see","C=0"
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","He didn't know there was a hot dog stand in the area and the pizza stand was close","Ku_f=0"
"t110111","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by long route.","They walked in wrong direction so kept walking until they reached the hot dog stand","Ku_p=0"
"t111110","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by short route.","Taylor loves hot dogs and the hot dog stand catches their eye today.","P=1"
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","Charlie really wanted pizza today.","Pu_f=0"
"t101101","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by long route.","Jesse was enjoying exploring the area as they like to keep active, and so walked on until they came to the pizza truck. By that point, they were a bit tired, so decided to eat there.","C=1"
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Parker loves hot dogs so much, that they were willing to walk a little bit further to get to the hot dog stand today.","P=1"
"t011000","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by short route.","Drew had a big craving for pizza today, so went straight to that stall.","Pu_f=0"
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","Harper thought they would see if there were any food stalls closer to them just around the corner, and there was one - a pizza stand!","Ku_f=0"
"t000010","No preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","Adrian could see the pizza stand, but didn't really fancy pizza today, so he thought he'd see if there was anything round the corner.","Pu_f=1"
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Brooklyn was happy to keep on exploring after they came to the pizza stand - they enjoy being active and wanted to see whether there were other food options in the area.","C=1"
"t101110","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","Jesse could see their favourite food van and so went directly to it.","P=1"
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","that he was hungry at the time and doesnt mind at the least hotdogs","Pu_f=1"
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","There is not much difference between the distance of the hotdog cart and the pizza cart.","Su=0"
"t111110","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by short route.","He went for his favorite food","P=1"
"t000110","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by short route.","Adrian went to the food truck he could see.","Su=1"
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","They were happy to walk a little further to get their favourite food","P=1"
"t011010","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by short route.","was hungry","Pu_f=1"
"t101110","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","They went there because that's their favorite food.","P=1"
"t101010","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by short route.","they were very hungry","Pu_f=1"
"t011110","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by short route.","Drew likely went to his favourite food.","P=1"
"t100110","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by short route.","He went straight for his favorite food.","P=1"
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","He went after his favorite food.","P=1"
"t001000","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by short route.","The food truck was very close.","Su=0"
"t111111","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","He wanted to eat only his favorite food.","P=1"
"t001110","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","She decided to go what was directly in front of her.","Su=1"
"t111010","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by short route.","He went there because it was his favorite food.","P=1"
